title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Ghost (2019 film),tt9378950,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Ghost_Film_Poster.jpg/220px-Ghost_Film_Poster.jpg,https://en.wikipedia.org/wiki/Ghost_(2019_film),Ghost,Ghost,0,2019,130,Horror|Thriller,8.7,1379,The story of the film follows Karan Khanna  a politician of Indian origin in the United Kingdom  who is accused of killing his wife. He tells his lawyer that a spirit committed the murder and should be tried.,The story of the film follows Karan Khanna  a politician of Indian origin in the United Kingdom  who is accused of killing his wife. He tells his lawyer that a spirit committed the murder and should be tried.,,Sanaya Irani|Shivam Bhaargava|Vikram Bhatt|Ameet Chana|Ananya Sengupta|Caroline Wilde|Monisha Hassen|,,18 October 2019 (India)
Bala (2019 film),tt9420648,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Bala_Film_Poster.jpg/220px-Bala_Film_Poster.jpg,https://en.wikipedia.org/wiki/Bala_(2019_film),Bala,Bala,0,2019,133,Comedy,8.2,1369,Focuses on a young man Gaurav Rawat aka Bala (Ayushmann Khurrana) plagued with premature baldness and the way he copes with the situation. Revolving around his everyday struggle due to hair loss  the film also explores Bala's relationship with the two women in his life  played by Yami Gautam and Bhumi Pednekar.,It tells the story of a man who is balding prematurely and how he copes up with the situation.,,Ayushmann Khurrana|Bhumi Pednekar|Yami Gautam|Javed Jaffrey|Saurabh Shukla|Sunita Rajwar|Seema Bhargava|Abhishek Banerjee|Deepika Chikhalia|Manoj Pahwa|Sachin Chaudhary|,,7 November 2019 (USA)
Yaaram (2019 film),tt11007050,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Yaaram_film_poster.jpg/220px-Yaaram_film_poster.jpg,https://en.wikipedia.org/wiki/Yaaram_(2019_film),#Yaaram,#Yaaram,0,2019,\N,Comedy|Romance,5.7,7,All set for an arranged marriage  Rohit Bajaj is faced with a rather strange request from his Muslim friend Sahil. As per halala  he convinces Rohit to get hitched to his ex-wife  just for him to remarry her. This twisted tale of love turns into a sour dose of betrayal - all this and more  in the name of friendship.,All set for an arranged marriage  Rohit Bajaj is faced with a rather strange request from his Muslim friend Sahil. As per halala  he convinces Rohit to get hitched to his ex-wife  just for ...                    ,,Siddhanth Kapoor|Prateik|Anita Raj|Ishita Raj|Subha Rajput|Natasha Stankovic|,,
Housefull 4,tt7721946,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Housefull_4_poster.jpg/220px-Housefull_4_poster.jpg,https://en.wikipedia.org/wiki/Housefull_4,Housefull 4,Housefull 4,0,2019,145,Action|Comedy|Fantasy,3.3,4572,In 1419 Sitamgarh  3 couples are parted away due to an evil conspiracy. 600 hundred years later in 2019 in London  the couples's reincarnations meet again but this time each one of them is marrying the wrong person. How they come to realize about their true love is what forms the crux of the story.,A set of three brothers are due to marry a set of three sisters  until one of the brothers starts to realize that they are all reincarnations from 600 years earlier and the wrong couples are about to get married.,,Akshay Kumar|Riteish Deshmukh|Bobby Deol|Kriti Sanon|Pooja Hegde|Kriti Kharbanda|Rana Daggubati|Sammy John Heaney|Sharad Kelkar|Aakash Dabhade|Chunky Pandey|Ranjeet|Johnny Lever|Saurabh Sachdeva|,,25 October 2019 (USA)
Saand Ki Aankh,tt8108206,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Saand_Ki_Aankh_poster.jpg/220px-Saand_Ki_Aankh_poster.jpg,https://en.wikipedia.org/wiki/Saand_Ki_Aankh,Saand Ki Aankh,Saand Ki Aankh,0,2019,146,Biography|Drama,8.9,1902,Both over the age of 60  Chandro Tomar and Prakashi Tomar inspire other women in India when they demonstrate their expert sharpshooting skills.,Both over the age of 60  Chandro Tomar and Prakashi Tomar inspire other women in India when they demonstrate their expert sharpshooting skills.,,Taapsee Pannu|Bhumi Pednekar|Prakash Jha|Viineet Kumar|Pawan Chopra|,1 nomination,25 October 2019 (USA)
Made in China (2019 film),tt8983180,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Made_In_China_poster.jpg/220px-Made_In_China_poster.jpg,https://en.wikipedia.org/wiki/Made_In_China_(2019_film),Made in China,Made in China,0,2019,128,Comedy|Drama,6.3,596,Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.,Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.,,Rajkummar Rao|Mouni Roy|Boman Irani|Paresh Rawal|Gajraj Rao|Sumeet Vyas|Amyra Dastur|,,25 October 2019 (USA)
Ujda Chaman,tt11046300,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Ujda_Chaman_Film_Poster.jpg/220px-Ujda_Chaman_Film_Poster.jpg,https://en.wikipedia.org/wiki/Ujda_Chaman,Ujda Chaman,Ujda Chaman,0,2019,120,Comedy,8.1,1440,Ujda Chaman is about a 30 -year-old bachelor Chaman Kohli  a Hindi lecturer with Premature Balding and in quest of a beautiful wife. After facing several rejections as a prospective groom because of his baldness  Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever. This leads Chaman on a Funny and emotional roller coaster ride of self-discovery and acceptance.,Ujda Chaman is about a 30 -year-old bachelor Chaman Kohli  a Hindi lecturer with Premature Balding and in quest of a beautiful wife. After facing several rejections as a prospective groom ...                    ,,Sunny Singh Nijjar|Maanvi Gagroo|Saurabh Shukla|Atul Kumar|Grusha Kapoor|Gagan Arora|Karishma Sharma|,,1 November 2019 (USA)
Bypass Road (film),tt9176260,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Bypass_Road_Film.jpg/220px-Bypass_Road_Film.jpg,https://en.wikipedia.org/wiki/Bypass_Road_(film),Bypass Road,Bypass Road,0,2019,137,Drama|Thriller,7.1,51,The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.,The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.,,Neil Nitin Mukesh|Adah Sharma|Gul Panag|Taher Shabbir|Shama Sikander|Manish Chaudhary|Rajit Kapoor|,,8 November 2019 (USA)
Satellite Shankar,tt9179426,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Satellite_Shankar_poster.jpg/220px-Satellite_Shankar_poster.jpg,https://en.wikipedia.org/wiki/Satellite_Shankar,Satellite Shankar,Satellite Shankar,0,2019,135,Action|Drama,4.6,34,The extraordinary journey of a soldier that brought a nation together. It stars Sooraj Pancholi and Megha Akash in the lead roles and is directed by Irfan Kamal.,The extraordinary journey of a soldier that brought a nation together. It stars Sooraj Pancholi and Megha Akash in the lead roles and is directed by Irfan Kamal.,Life is a journey with one perfect end.,Suraj Pancholi|Anil Reji|,,8 November 2019 (India)
Jhalki,tt7743400,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Jhalki_Movie_Official_Poster.jpg/220px-Jhalki_Movie_Official_Poster.jpg,https://en.wikipedia.org/wiki/Jhalki,Jhalki,Jhalki,0,2019,104,Drama,7.2,665,A life-altering disappearance of her 7-year old brother sets Jhalki off on a mission to find him at all costs. Armed with an intimate folk-tale and her own sharp mind  is Jhalki's journey the start of a spiral that will change the lives of thousands for good? What price must she pay to get what she wants? Inspired by true events  with a backdrop of human-trafficking and child-labour  Jhalki becomes an atypical thriller of hope  courage  self-belief and perseverance  seen through the eyes of a 9-year-old girl  who will not stop anywhere short of a triumph.,A life-altering disappearance of her 7-year old brother sets Jhalki off on a mission to find him at all costs. Armed with an intimate folk-tale and her own sharp mind  is Jhalki's journey ...                    ,,Boman Irani|Tannishtha Chatterjee|Divya Dutta|Sanjay Suri|Akhilendra Mishra|Govind Namdeo|Yatin Karyekar|Joy Sengupta|Sailesh Dubey|Bachan Pachehra|Sanchita Goswami|Goraksha Sakpal|Vikram Singh|Aarti Jha|,,
Marjaavaan,tt9248934,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Marjaavaan_poster.jpg/220px-Marjaavaan_poster.jpg,https://en.wikipedia.org/wiki/Marjaavaan,Marjaavaan,Marjaavaan,0,2019,152,Action|Romance,3.6,3100,"Marjaavaan is an upcoming Indian action romance film directed by Milap Zaveri starring Ritesh Deshmukh  Sidharth Malhotra  Tara Sutaria and Rakul Preet Singh. The co producer of the film Bhushan Kumar described the film as ""a violent  dramatic love story"".",Marjaavaan is an upcoming Indian action romance film directed by Milap Zaveri starring Ritesh Deshmukh  Sidharth Malhotra  Tara Sutaria and Rakul Preet Singh. The co producer of the film ...                    ,,Riteish Deshmukh|Sidharth Malhotra|Tara Sutaria|Rakul Preet Singh|,,15 November 2019 (USA)
Motichoor Chaknachoor,tt9172840,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Motichoor_Chaknachoor_poster.jpg/220px-Motichoor_Chaknachoor_poster.jpg,https://en.wikipedia.org/wiki/Motichoor_Chaknachoor,Motichoor Chaknachoor,Motichoor Chaknachoor,0,2019,150,Comedy|Romance,5.8,2400,A hilarious story of a 36-year-old jobless man Pushpender  trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.,A hilarious story of a 36-year-old jobless man Pushpender  trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.,,Nawazuddin Siddiqui|Athiya Shetty|Vibha Chhibber|Sanjeev Vatsa|Bhumika Dube|Devansh Kumar|,,15 November 2019 (USA)
Keep Safe Distance (film),tt8876008,,https://en.wikipedia.org/wiki/Keep_Safe_Distance_(film),Keep Safe Distance,Keep Safe Distance,0,2019,128,Action|Thriller,0,0,Keep Safe Distance is an upcoming Indian thriller film directed by Rama Mehra and produced by vishnu dhanraj sharma and mahesh sharma under the rama dhanraj production,Keep Safe Distance is an upcoming Indian thriller film directed by Rama Mehra and produced by vishnu dhanraj sharma and mahesh sharma under the rama dhanraj production,,Shahbaaz Khan|Adi Irani|Vikas Anand|Kiran Kumar|Anil Nagrath|Sagarika Neha|Laxman Singh Rajput|Pradeep Kabra|Shilpa Gandhi|Jai Yadav|Abhishek Khanna|Vishnu Dhanraj Sharma|,,
Pagalpanti (2019 film),tt9495690,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Pagalpanti_film_poster.jpg/220px-Pagalpanti_film_poster.jpg,https://en.wikipedia.org/wiki/Pagalpanti_(2019_film),Pagalpanti (Hindi),Pagalpanti,0,2019,149,Action|Comedy,3.1,2100,A tourist group from India sets out on a vacation to only have their trip to turn into a patriotic mission. Will it end well for them?,A tourist group from India sets out on a vacation to only have their trip to turn into a patriotic mission. Will it end well for them?,,Kriti Kharbanda|John Abraham|Ileana D'Cruz|Anil Kapoor|Urvashi Rautela|Jamie-Lee Beacher|Atul Sharma|Saurabh Shukla|Arshad Warsi|Sammy John Heaney|Vaunisha Kapoor|Pulkit Samrat|Simran Kaur|Manoj Anand|,,
Ramprasad Ki Tehrvi,tt10196464,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Ramprasad_Ki_Tehrvi.jpg/220px-Ramprasad_Ki_Tehrvi.jpg,https://en.wikipedia.org/wiki/Ramprasad_Ki_Tehrvi,Ramprasad Ki Tehrvi,Ramprasad Ki Tehrvi,0,2019,115,Comedy|Drama,7.6,3400,,Add a Plot »,The Funeral Story of the Year,Naseeruddin Shah|Vikrant Massey|Konkona Sen Sharma|Vinay Pathak|Manoj Pahwa|Parambrata Chattopadhyay|Supriya Pathak|Deepika Amin|Vineet Kumar|Sarika Singh|,,
Yeh Saali Aashiqui,tt10443846,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Yeh_Saali_Aashiqui_film_poster.jpg/220px-Yeh_Saali_Aashiqui_film_poster.jpg,https://en.wikipedia.org/wiki/Yeh_Saali_Aashiqui,Yeh Saali Aashiqui,Yeh Saali Aashiqui,0,2019,137,Thriller,7.9,3200,,Add a Plot »,,Vardhan Puri|Jessey Lever|,,
Dil Bechara,tt8110330,,https://en.wikipedia.org/wiki/Dil_Bechara,Dil Bechara,Dil Bechara,0,2019,101,Drama|Romance,6.6,117000,A love story about two cancer patients.,A love story about two cancer patients.,,Sushant Singh Rajput|Sanjana Sanghi|Sahil Vaid|,,
Pati Patni Aur Woh (2019 film),tt9680136,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Pati_Patni_Aur_Woh_poster.jpg/220px-Pati_Patni_Aur_Woh_poster.jpg,https://en.wikipedia.org/wiki/Pati_Patni_Aur_Woh_(2019_film),Pati Patni Aur Woh,Pati Patni Aur Woh,0,2019,126,Comedy|Romance,5.7,6100,Chintu Tyagi is an ordinary  middle class man who finds himself torn between his wife and another woman.,Chintu Tyagi is an ordinary  middle class man who finds himself torn between his wife and another woman.,,Kartik Aaryan|Bhumi Pednekar|Ananya Panday|Aparshakti Khurana|,,
Commando 3 (film),tt8983168,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Commando_3_official_poster.jpg/220px-Commando_3_official_poster.jpg,https://en.wikipedia.org/wiki/Commando_3_(film),Commando 3,Commando 3,0,2019,133,Action|Thriller,5.7,2400,A mysterious man is on an impending mission to attack the country from his base in London. Karan Singh Dogra sets out to hunt down the antagonist aided by the British Intelligence. Will Commando be able to prevent the attack and save the country?,Commando 3 is a Hindi movie starring Vidyut Jammwal  Adah Sharma  Angira Dhar and Gulshan Devaiah in prominent roles. It is an action drama thriller directed by Aditya Datt.,,Vidyut Jammwal|Adah Sharma|Angira Dhar|Sumeet Thakur|Mark Bennington|Simran Kaur|Atharva Vishwakarma|Abhilash Chaudhary|Feryna Wazheir|,,
Mardaani 2,tt5668770,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Mardaani_2_Film_poster.jpg/220px-Mardaani_2_Film_poster.jpg,https://en.wikipedia.org/wiki/Mardaani_2,Mardaani 2,Mardaani 2,0,2019,103,Action|Drama|Thriller,7.4,8100,Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.,Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.,,Rani Mukerji|Rajesh Sharma|Shruti Bapna|,,
Dabangg 3,tt7059844,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Dabangg_3_poster.jpg/220px-Dabangg_3_poster.jpg,https://en.wikipedia.org/wiki/Dabangg_3,Dabangg 3,Dabangg 3,0,2019,160,Action,3,15000,Third installment of the Dabanng film series.,Third installment of the Dabanng film series.,,Salman Khan|Sonakshi Sinha|Sudeep|Mahesh Manjrekar|Ashwami Manjrekar|Nawab Shah|Arbaaz Khan|Abhilash Chaudhary|Saiee Manjrekar|Pramod Khanna|Rajiv Kachroo|Resh Lamba|Manjit Singh|,,
Good Newwz,tt8504014,,https://en.wikipedia.org/wiki/Good_Newwz,Good Newwz,Good Newwz,0,2019,134,Comedy|Drama|Romance,6.9,16000,It is an upcoming Indian romantic comedy film starring Akshay Kumar  Kiara Advani  Kareena Kapoor Khan and Diljit Dosanjh in lead roles.,It is an upcoming Indian romantic comedy film starring Akshay Kumar  Kiara Advani  Kareena Kapoor Khan and Diljit Dosanjh in lead roles.,,Akshay Kumar|Kareena Kapoor|Kiara Advani|Tisca Chopra|Gulshan Grover|Diljit Dosanjh|Tanmay Dhanania|Anjana Sukhani|Yukta Mookhey|Auritra Ghosh|Preeti Kochar|,,
Kaalakaandi,tt6102396,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Kaalakaandi.jpg/220px-Kaalakaandi.jpg,https://en.wikipedia.org/wiki/Kaalakaandi,Kaalakaandi,Kaalakaandi,0,2018,112,Comedy|Thriller,6.2,1978,Unfolding through a course of a night in Mumbai  Kaalakaandi showcases three parallel tracks -- a man who discovers he has terminal illness decides to let go of his principles and live a little; a woman involved in a hit-and-run seeks redemption and two goons must decide if they can trust each other.,Unfolding through a course of a night in Mumbai  Kaalakaandi showcases three parallel tracks -- a man who discovers he has terminal illness decides to let go of his principles and live a ...                    ,,Saif Ali Khan|,,12 January 2018 (India)
Vodka Diaries,tt6275262,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Vodka_Diaries_-_Poster.jpg/220px-Vodka_Diaries_-_Poster.jpg,https://en.wikipedia.org/wiki/Vodka_Diaries,Vodka Diaries,Vodka Diaries,0,2018,120,Mystery|Thriller,5.6,959,In the misty town of Manali  ACP Ashwini Dixit attempts to solve a series of mysterious murders happening in a single night  which might be connected to the night club  Vodka Diaries.,In the misty town of Manali  ACP Ashwini Dixit attempts to solve a series of mysterious murders happening in a single night  which might be connected to the night club  Vodka Diaries.,Park Your Demons in the Dark,Kay Kay Menon|Raima Sen|Mandira Bedi|Sharib Hashmi|Rishi Bhutani|Herry Tangiri|Vaishnavi Dhanraj|Swati Rajput|Antara Srivastava|Rahul Kapoor|Suraj Thapar|Vikram Sakhalkar|,,19 January 2018 (India)
My Birthday Song,tt4335954,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/My_Birthday_Song_-_Poster.jpg/220px-My_Birthday_Song_-_Poster.jpg,https://en.wikipedia.org/wiki/My_Birthday_Song,My Birthday Song,My Birthday Song,0,2018,95,Thriller,5.5,215,After a wild night of impulse and passion  advertising executive Rajiv Kaul must navigate the murky lines between life  death  fact  and fiction.,After a wild night of impulse and passion  advertising executive Rajiv Kaul must navigate the murky lines between life  death  fact  and fiction.,,Nora Fatehi|Elena Kazan|Suparna Krishna|Pitobash|Sameer Sharma|Zenia Starr|,,19 January 2018 (India)
Nirdosh,tt7723022,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Nirdosh_-_Poster.jpg/220px-Nirdosh_-_Poster.jpg,https://en.wikipedia.org/wiki/Nirdosh,Nirdosh,Nirdosh,0,2018,110,Drama|Mystery|Thriller,3.8,108,Arbaaz Khan plays the role of the investigating officer in a murder case in which Manjari Fadnnis emerges as the prime suspect and is arrested. However  as events unfold  many possibilities and suspects come to the fore.,Arbaaz Khan plays the role of the investigating officer in a murder case in which Manjari Fadnnis emerges as the prime suspect and is arrested. However  as events unfold  many possibilities and suspects come to the fore.,,Ashmit Patel|Manjari Fadnnis|Manisha Kelkar|Akash Sinha|Geetanjali Mishra|Astad Kale|Rajkumar Kanojia|Shilpa Kadam|Feroz Bhagat|Dinesh Lamba|Salman Shaikh|Yusuf Hussain|Premnath Gulati|Himanshu Manek|,,19 January 2018 (India)
Mukkabaaz,tt7180544,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Mukkabaaz_poster.jpg/220px-Mukkabaaz_poster.jpg,https://en.wikipedia.org/wiki/Mukkabaaz,The Brawler,Mukkabaaz,0,2017,154,Action|Drama|Sport,8.1,5434,A boxer (Shravan) belonging to upper cast  trains at a gym controlled by a local Don (Bhagwan Das Mishra). Shravan falls for Mishra's niece (Sunaina). The Don does not approve of this match because of previous scuffle between Bhagwan and Shravan. Shravan strives to win Sunaina's hand in marriage and becomes a successful boxer while trying to avoid retaliation from the Don.,A boxer struggles to make his mark in the boxing world.,,Viineet Kumar|Jimmy Sheirgill|Zoya Hussain|Ravi Kishan|Rajesh Tailang|Shreedhar Dubey|Sadhana Singh|Shakti Kumar|Chittaranjan Tripathy|Sukhesh Mishra|Shikha Chauhan|Abhay Joshi|Nawazuddin Siddiqui|,3 wins & 6 nominations,12 January 2018 (USA)
Union Leader (film),tt6395306,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Union_Leader_Poster.jpg/220px-Union_Leader_Poster.jpg,https://en.wikipedia.org/wiki/Union_Leader_(film),Union Leader,Union Leader,0,2017,106,Drama,7.6,1503,UNION LEADER is a drama  105 minutes in length  and it is the story of Jay  who gave up his dream of education to care for his family when he was young and is haunted by the loss of a future that was not to be. But  he is determined to end the cycle of poverty and provide a better life for his family. Jay must fight to keep his family alive with each passing minute. Living in poverty and faced with the looming possibility of death  Jay must struggle against corporate greed and the constant dangers of living on every last penny. Will Jay be able to fulfill his dream? Will Jay be able to bring the bad guys to justice? Will Jay survive  or will he fall to his death like the hundreds that do.,Resigned to his fate as a worker in a notoriously shoddy chemical plant  Jay realizes that he must not only find a way to support his family  but also overcome grave social and legal injustice in the system.,,Rahul Bhat|Tillotama Shome|,3 wins & 17 nominations,19 January 2018 (India)
Love per Square Foot,tt7853242,https://upload.wikimedia.org/wikipedia/en/3/3d/Love_Per_Square_Foot.png,https://en.wikipedia.org/wiki/Love_Per_Square_Foot,Love Per Square Foot,Love Per Square Foot,0,2018,133,Comedy|Romance,7.2,6248,Love Per Sq Ft  is a feature film which deals with the very common predicaments that faces today's urban youth; finding a house and finding love. Through the course of this romantic comedy we see Sanjay Chaturvedi and Karina D'souza desperately seeking a house  but realizing the difference between 'ghar' and 'makaan'.,Individually  Sanjay and Karina don't earn enough to be able to buy a home  so they enter into a marriage of convenience.,,Vicky Kaushal|Angira Dhar|Alankrita Sahai|Raghuvir Yadav|Ratna Pathak Shah|Supriya Pathak|Brijendra Kala|Rekha Bhardwaj|Kunaal Roy Kapur|Arunoday Singh|Deepal Doshi|Raviza Chauhan|Ranbir Kapoor|Asif Ali Beg|,,14 February 2018 (India)
Aiyaary,tt6774212,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Aiyaary_-_Poster.jpg/220px-Aiyaary_-_Poster.jpg,https://en.wikipedia.org/wiki/Aiyaary,Aiyaary,Aiyaary,0,2018,157,Action|Thriller,5.2,3538,General Gurinder Singh comes with a proposal to General Pratap Malik with the intention of bribing him.Pratap Malik declines in proposal following which Gurinder Singh threatens him that he will expose his secret unit DSD (Data System Diagnostics) which conduct secret operations.DND is lead by Colonel Abhay Singh who finds from his team that one of his honest officer Major Jai Bakshi has been absconding with confidential data of the secret unit.,After finding out about an illegal arms deal  a military intelligence officer goes rogue with highly sensitive data related to his organization  causing his mentor: a colonel  to hunt him down.,The Ultimate Trickery,Sidharth Malhotra|Manoj Bajpayee|Rakul Preet Singh|Pooja Chopra|Adil Hussain|Kumud Mishra|Naseeruddin Shah|Anupam Kher|Vikram Gokhale|Juhi Babbar|Nivedita Bhattacharya|Rajesh Tailang|Lushin Dubey|Ajit Bhure|,1 nomination,16 February 2018 (USA)
Padmaavat,tt5935704,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Padmaavat_poster.jpg/220px-Padmaavat_poster.jpg,https://en.wikipedia.org/wiki/Padmaavat,Padmaavat,Padmaavat,0,2018,164,Drama|History|Romance,7,24550,This fictional story is set in 13th century medieval India. a Princess of Sinhala(modern-day Sri Lanka) called Padmavati falls in love with already married Maharawal Ratan Singh  King of Chittor. Upon their marriage  Padmavati is crowned queen  taking the place of wife of Ratan Singh and they reside together in joy and splendor. Their perfect life takes an unfortunate turn when a banished royal priest Chetan convinces Sultan of Delhi Allauddin Khilji to attack Chittor and capture Padmavati for her beauty and luck she could bring him. Sultan Allaudin Khilji  convinced by the priest and driven by desire of ultimate power  prepares to attack Chittorgarh.,Set in medieval Rajasthan  Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.,,Deepika Padukone|Ranveer Singh|Shahid Kapoor|Aditi Rao Hydari|Jim Sarbh|Anupriya Goenka|Raza Murad|Ujjwal Chopra|Komal Chhabria|Lankesh Bhardwaj|Bhawani Muzamil|Hriiday Malhotra|Deepak Shreemali|Manish Wadhwa|,30 wins & 32 nominations,25 January 2018 (India)
Kuchh Bheege Alfaaz,tt7617988,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Kuchh_Bheege_Alfaaz.jpg/220px-Kuchh_Bheege_Alfaaz.jpg,https://en.wikipedia.org/wiki/Kuchh_Bheege_Alfaaz,Kuchh Bheege Alfaaz,Kuchh Bheege Alfaaz,0,2018,116,Romance,7.5,578,Every night at 10  Kolkata tunes into Big FM to listen to 'Kuch Bheege Alfaaz' - an episodic series of unrequited love stories hosted by RJ Alfaaz who  despite his tremendous following  prefers staying detached and anonymous. Among his many fans is the boisterous Archana  a girl working at a creative agency - which designs branded memes. She is leukodermic but lives life to the fullest. They meet; or rather talk  for the first time over a misplaced call  when Archana accidentally dials Alfaaz's number  while trying to connect with her latest blind date. A friendship blossoms between the two strangers hidden behind their digital screens. It quickly translates in to a whirlwind of romance  until they bare their true selves to each other.,In a world of pings  likes  tweets  shares and comments  2 strangers connect over a mis-dial and WhatsApp their way into each others' hearts  safely hidden behind digital screens. But will the emojis translate to emotions when they reveal their truth to one another.,,Geetanjali Thapa|Zain Khan Durrani|Shray Rai Tiwari|Mona Ambegaonkar|Saheb Bhattacharjee|Chandrayee Ghosh|Saurav Das|Debopriya|Sahil Agarwal|Shefali Chauhan|Soumya Mukherjee|Shankhu Karmakar|Udai Shankar|Moumita|,,16 February 2018 (India)
Jaane Kyun De Yaaron,tt7720254,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Jaane_Kyun_De_Yaaron_film_poster.jpg/220px-Jaane_Kyun_De_Yaaron_film_poster.jpg,https://en.wikipedia.org/wiki/Jaane_Kyun_De_Yaaron,Jaane kyun de yaaron,Jaane kyun de yaaron,0,2018,131,Drama,4.4,25,Raghu and Abhishek are two young rap singers  living in Mumbai  trying to further their careers by making an album. They are beset by rejection after rejection from cynical and dismissive financiers  even though their young fans love them. The tables seem to have turned when they perform at a function and meet Shera - a larger-than-life figure who offers them help should they ever meet a problem. His presence is reassuring  and he is the strongest character in the film. From here their lives take a downwards spiral. Abhishek is accused of driving while drunk and of assaulting a police officer. No-one will listen to him despite the fact that he was not driving and he was a victim of police brutality. The support of their families and their loyalty to one another is all that holds them up at this time. The upshot is that they are misused by corrupt policemen and lawyers and ultimately Abhi is found guilty but.. - Shera has seen all that has happened  has put in place a mechanism that ...,Two boys with the dreams to change their ordinary lives change the entire corruption system as they take a stand against police brutality with the little help of a benevolent guardian.,,Akshay Anand|Kabir Bedi|Hitesh Bhardwaj|Abhay Bhargav|Ravi Raj Kande|Viju Khote|Usha Nadkarni|Chetna Pande|Daya Shankar Pandey|Raghu Raja|Abhishek Sharma|Vikram Singh|Yashwant Singh|,,16 February 2018 (India)
Veerey Ki Wedding,tt7262178,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Veerey_Ki_Wedding_-_Poster.jpg/220px-Veerey_Ki_Wedding_-_Poster.jpg,https://en.wikipedia.org/wiki/Veerey_Ki_Wedding,Veerey Ki Wedding,Veerey Ki Wedding,0,2018,131,Comedy|Romance,2.8,380,What happens when the most eligible bachelor in Delhi  Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the father-in-law! Not helping the matter further  is Veerey's elder cousin brother  Balli  who threatens the would-be in-laws with dire consequences if anyone dares to break Veerey's heart.,What happens when the most eligible bachelor in Delhi  Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the ...                    ,,Pulkit Samrat|Jimmy Sheirgill|Kriti Kharbanda|Satish Kaushik|Supriya Karnik|Yuvika Chaudhry|Payal Rajput|Rajesh Bakshi|Abhishek Duhan|Sumeet Samnani|Micky Makhija|Chandan Bakshi|Nishi Singh|Vidyadhar Karmakar|,,2 March 2018 (India)
